Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
PolicyCreation,Chrome 73.0.3683.103,,2019-04-16 14:52:21,2019-04-16 15:00:24,8m - 3.552s,PASSED
,,,,,,
Test Cases/TC01-LoginApplication,Chrome 73.0.3683.103,,2019-04-16 14:52:29,2019-04-16 14:52:39,10.098s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-16 14:52:29,2019-04-16 14:52:29,0.005s,NOT_RUN
"navigateToUrl(""https://dev.offshoresoftwaresolutions.net/markit_coreV2/Sites/CoreTest/login/admin_display"")",Chrome 73.0.3683.103,,2019-04-16 14:52:29,2019-04-16 14:52:29,0.001s,NOT_RUN
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_username""), ""dDasTester"")",Chrome 73.0.3683.103,,2019-04-16 14:52:29,2019-04-16 14:52:29,0.241s,PASSED
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_password""), ""Czybm6R*"")",Chrome 73.0.3683.103,,2019-04-16 14:52:29,2019-04-16 14:52:29,0.126s,PASSED
"delay(4, STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-04-16 14:52:29,2019-04-16 14:52:33,4.020s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,2019-04-16 14:52:33,2019-04-16 14:52:33,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/button_Login""))",Chrome 73.0.3683.103,,2019-04-16 14:52:33,2019-04-16 14:52:39,5.499s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 73.0.3683.103,,2019-04-16 14:52:39,2019-04-16 14:52:39,0.001s,NOT_RUN
log.logInfo(“Dipak”),Chrome 73.0.3683.103,,2019-04-16 14:52:39,2019-04-16 14:52:39,0.000s,NOT_RUN
,,,,,,
Test Cases/TC04-AccountMatching-MGA,Chrome 73.0.3683.103,This is Account Matching OF MGA,2019-04-16 14:52:39,2019-04-16 14:53:21,41.501s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 73.0.3683.103,,2019-04-16 14:52:39,2019-04-16 14:52:39,0.001s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-16 14:52:39,2019-04-16 14:52:42,3.006s,PASSED
"scrollToElement(findTestObject(""TC04-AccountMatching-MGA/AccountManagement""), 5)",Chrome 73.0.3683.103,,2019-04-16 14:52:42,2019-04-16 14:52:43,0.138s,PASSED
"click(findTestObject(""TC04-AccountMatching-MGA/AccountManagement""))",Chrome 73.0.3683.103,,2019-04-16 14:52:43,2019-04-16 14:52:43,0.081s,PASSED
delay(5),Chrome 73.0.3683.103,,2019-04-16 14:52:43,2019-04-16 14:52:43,0.001s,NOT_RUN
"waitForElementVisible(findTestObject(""TC04-AccountMatching-MGA/AccountMatchingLink""), 4)",Chrome 73.0.3683.103,,2019-04-16 14:52:43,2019-04-16 14:52:43,0.631s,PASSED
